nDigis,iEta,iPhi,Depth,Mean TDC time[ns], TDC time RMS[ns], Uncertainty,Adjustment[ns],Adjustment[phase units]
141971,22,21,1,89.81,3.93,0.010,-8.8,-18
32452,22,19,2,87.72,2.57,0.014,-6.7,-13
33444,22,21,2,86.79,2.51,0.014,-5.8,-12
14949,22,19,3,88.64,2.43,0.020,-7.6,-15
28319,22,21,3,87.85,2.65,0.016,-6.8,-14
7514,22,19,4,86.80,2.89,0.033,-5.8,-12
6715,22,21,4,86.74,2.62,0.032,-5.7,-11
2649,22,19,5,86.50,3.13,0.061,-5.5,-11
3653,22,21,5,85.47,3.18,0.053,-4.5,-9
564,22,19,6,87.42,5.11,0.215,-6.4,-13
608,22,21,6,86.15,4.36,0.177,-5.2,-10
201586,23,19,1,91.09,3.61,0.008,-10.1,-20
190875,23,21,1,90.44,3.61,0.008,-9.4,-19
51108,23,19,2,88.35,2.29,0.010,-7.3,-15
70836,23,21,2,86.87,2.44,0.009,-5.9,-12
23543,23,19,3,88.52,2.34,0.015,-7.5,-15
36572,23,21,3,87.27,2.42,0.013,-6.3,-13
10354,23,19,4,88.38,2.70,0.027,-7.4,-15
9938,23,21,4,86.27,2.69,0.027,-5.3,-11
4031,23,19,5,86.27,3.09,0.049,-5.3,-11
5949,23,21,5,84.99,3.12,0.040,-4.0,-8
669,23,19,6,88.85,4.32,0.167,-7.9,-16
1053,23,21,6,85.99,4.06,0.125,-5.0,-10
244107,24,19,1,90.78,3.14,0.006,-9.8,-20
258664,24,21,1,89.61,3.07,0.006,-8.6,-17
72737,24,19,2,89.43,2.02,0.007,-8.4,-17
82458,24,21,2,87.94,2.10,0.007,-6.9,-14
33671,24,19,3,89.51,2.17,0.012,-8.5,-17
43988,24,21,3,88.81,2.29,0.011,-7.8,-16
16022,24,19,4,87.46,2.56,0.020,-6.5,-13
17735,24,21,4,87.42,2.63,0.020,-6.4,-13
6782,24,19,5,86.53,2.93,0.036,-5.5,-11
7584,24,21,5,86.08,3.04,0.035,-5.1,-10
1255,24,19,6,88.12,4.27,0.120,-7.1,-14
1634,24,21,6,86.78,3.96,0.098,-5.8,-12
354151,25,19,1,90.42,2.68,0.004,-9.4,-19
351084,25,21,1,89.74,2.73,0.005,-8.7,-17
88283,25,19,2,88.47,1.80,0.006,-7.5,-15
141662,25,21,2,87.81,1.96,0.005,-6.8,-14
52929,25,19,3,88.34,1.94,0.008,-7.3,-15
76630,25,21,3,87.66,2.10,0.008,-6.7,-13
19889,25,19,4,88.16,2.28,0.016,-7.2,-14
27650,25,21,4,87.57,2.39,0.014,-6.6,-13
9061,25,19,5,87.55,2.86,0.030,-6.5,-13
13066,25,21,5,85.96,2.78,0.024,-5.0,-10
2219,25,19,6,89.29,3.97,0.084,-8.3,-17
4099,25,21,6,87.91,4.09,0.064,-6.9,-14
515919,26,19,1,90.46,2.31,0.003,-9.5,-19
529217,26,21,1,89.28,2.19,0.003,-8.3,-17
77541,26,19,2,89.64,1.60,0.006,-8.6,-17
83842,26,21,2,88.28,1.66,0.006,-7.3,-15
102008,26,19,3,88.51,1.76,0.006,-7.5,-15
91952,26,21,3,87.80,1.80,0.006,-6.8,-14
41047,26,19,4,89.34,2.04,0.010,-8.3,-17
63087,26,21,4,88.65,2.15,0.009,-7.7,-15
54799,26,19,5,88.49,2.40,0.010,-7.5,-15
52223,26,21,5,88.49,2.45,0.011,-7.5,-15
25402,26,19,6,88.50,3.11,0.020,-7.5,-15
26072,26,21,6,87.09,2.99,0.019,-6.1,-12
5099,26,19,7,89.76,3.91,0.055,-8.8,-18
6456,26,21,7,88.34,3.89,0.048,-7.3,-15
229601,27,19,1,89.61,2.05,0.004,-8.6,-17
304459,27,21,1,89.10,2.20,0.004,-8.1,-16
86451,27,19,2,88.58,1.46,0.005,-7.6,-15
79305,27,21,2,87.24,1.47,0.005,-6.2,-12
88667,27,19,3,88.53,1.62,0.005,-7.5,-15
103990,27,21,3,87.26,1.68,0.005,-6.3,-13
54640,27,19,4,89.37,2.03,0.009,-8.4,-17
48647,27,21,4,87.75,2.03,0.009,-6.8,-14
50420,27,19,5,88.10,2.40,0.011,-7.1,-14
71340,27,21,5,87.39,2.34,0.009,-6.4,-13
33059,27,19,6,88.39,3.22,0.018,-7.4,-15
35424,27,21,6,86.77,3.04,0.016,-5.8,-12
8561,27,19,7,90.44,3.84,0.042,-9.4,-19
10023,27,21,7,88.58,3.87,0.039,-7.6,-15
661961,28,19,1,89.73,1.47,0.002,-8.7,-17
641536,28,21,1,89.52,1.77,0.002,-8.5,-17
20038,28,19,2,94.90,3.64,0.026,-13.9,-28
163469,28,21,2,89.03,1.37,0.003,-8.0,-16
45802,28,19,3,94.39,3.20,0.015,-13.4,-27
159684,28,21,3,88.26,1.55,0.004,-7.3,-15
172494,28,19,4,89.56,1.92,0.005,-8.6,-17
273816,28,21,4,89.87,1.98,0.004,-8.9,-18
266447,28,19,5,89.18,2.17,0.004,-8.2,-16
242217,28,21,5,88.76,2.19,0.004,-7.8,-16
371597,28,19,6,88.97,2.52,0.004,-8.0,-16
251358,28,21,6,88.76,2.52,0.005,-7.8,-16
179621,28,19,7,90.63,3.71,0.009,-9.6,-19
135040,28,21,7,88.88,3.34,0.009,-7.9,-16
243343,29,19,1,89.87,1.65,0.003,-8.9,-18
86405,29,21,1,88.90,1.97,0.007,-7.9,-16
1538,29,19,2,94.06,2.87,0.073,-13.1,-26
51773,29,21,2,88.22,1.59,0.007,-7.2,-14
2962,29,19,3,95.22,3.65,0.067,-14.2,-28
89474,29,21,3,88.15,2.05,0.007,-7.1,-14
86849,-29,23,1,86.82,1.67,0.006,-5.8,-12
52886,-29,25,1,87.34,1.30,0.006,-6.3,-13
36128,-29,23,2,87.20,1.40,0.007,-6.2,-12
89090,-29,25,2,88.15,1.58,0.005,-7.1,-14
6529,-29,23,3,90.48,2.54,0.031,-9.5,-19
20179,-29,25,3,89.12,2.16,0.015,-8.1,-16
401504,-28,23,1,88.33,1.76,0.003,-7.3,-15
408627,-28,25,1,88.36,1.53,0.002,-7.4,-15
134616,-28,23,2,88.50,2.00,0.005,-7.5,-15
146587,-28,25,2,87.62,1.29,0.003,-6.6,-13
58597,-28,23,3,92.66,3.33,0.014,-11.7,-23
109480,-28,25,3,88.58,2.34,0.007,-7.6,-15
250949,-28,23,4,87.80,1.79,0.004,-6.8,-14
269619,-28,25,4,89.72,1.86,0.004,-8.7,-17
393204,-28,23,5,88.00,2.16,0.003,-7.0,-14
297007,-28,25,5,88.32,2.40,0.004,-7.3,-15
288882,-28,23,6,87.71,2.60,0.005,-6.7,-13
300250,-28,25,6,87.48,2.59,0.005,-6.5,-13
237768,-28,23,7,87.90,3.10,0.006,-6.9,-14
222768,-28,25,7,89.89,3.92,0.008,-8.9,-18
315519,-27,23,1,87.60,2.36,0.004,-6.6,-13
300269,-27,25,1,88.49,2.11,0.004,-7.5,-15
105176,-27,23,2,86.79,1.70,0.005,-5.8,-12
75326,-27,25,2,87.81,1.52,0.006,-6.8,-14
63651,-27,23,3,86.26,1.69,0.007,-5.3,-11
75707,-27,25,3,87.65,1.74,0.006,-6.6,-13
42251,-27,23,4,86.68,1.97,0.010,-5.7,-11
48323,-27,25,4,87.60,1.89,0.009,-6.6,-13
32509,-27,23,5,86.85,2.29,0.013,-5.9,-12
53567,-27,25,5,87.64,2.36,0.010,-6.6,-13
23893,-27,23,6,85.95,3.18,0.021,-4.9,-10
32429,-27,25,6,87.46,3.23,0.018,-6.5,-13
14546,-27,23,7,87.97,4.26,0.035,-7.0,-14
10000,-27,25,7,89.12,3.77,0.038,-8.1,-16
488853,-26,23,1,88.67,2.23,0.003,-7.7,-15
348191,-26,25,1,90.12,2.19,0.004,-9.1,-18
80808,-26,23,2,87.05,1.67,0.006,-6.0,-12
97512,-26,25,2,88.72,1.68,0.005,-7.7,-15
86335,-26,23,3,87.22,1.85,0.006,-6.2,-12
102694,-26,25,3,87.54,1.85,0.006,-6.5,-13
72286,-26,23,4,87.24,2.09,0.008,-6.2,-12
50222,-26,25,4,88.97,1.94,0.009,-8.0,-16
52931,-26,23,5,87.32,2.37,0.010,-6.3,-13
57142,-26,25,5,87.39,2.47,0.010,-6.4,-13
22955,-26,23,6,86.41,3.03,0.020,-5.4,-11
25159,-26,25,6,87.09,3.13,0.020,-6.1,-12
7466,-26,23,7,87.65,4.10,0.047,-6.6,-13
6553,-26,25,7,89.02,4.14,0.051,-8.0,-16
302774,-25,23,1,89.72,2.94,0.005,-8.7,-17
224263,-25,25,1,89.45,2.79,0.006,-8.5,-17
113990,-25,23,2,86.26,1.98,0.006,-5.3,-11
96328,-25,25,2,87.62,1.80,0.006,-6.6,-13
73579,-25,23,3,87.00,2.21,0.008,-6.0,-12
64522,-25,25,3,87.63,2.05,0.008,-6.6,-13
35057,-25,23,4,86.60,2.51,0.013,-5.6,-11
25115,-25,25,4,87.39,2.48,0.016,-6.4,-13
15847,-25,23,5,85.81,3.24,0.026,-4.8,-10
12008,-25,25,5,87.42,3.11,0.028,-6.4,-13
4383,-25,23,6,87.28,4.22,0.064,-6.3,-13
2958,-25,25,6,89.41,4.08,0.075,-8.4,-17
233988,-24,23,1,88.93,3.20,0.007,-7.9,-16
216710,-24,25,1,90.99,3.22,0.007,-10.0,-20
47800,-24,23,2,87.47,2.15,0.010,-6.5,-13
64850,-24,25,2,88.27,2.03,0.008,-7.3,-15
46876,-24,23,3,87.48,2.31,0.011,-6.5,-13
51083,-24,25,3,88.13,2.32,0.010,-7.1,-14
20098,-24,23,4,86.39,2.62,0.018,-5.4,-11
17382,-24,25,4,87.78,2.59,0.020,-6.8,-14
7689,-24,23,5,85.16,3.28,0.037,-4.2,-8
8163,-24,25,5,85.56,3.00,0.033,-4.6,-9
1829,-24,23,6,86.25,4.23,0.099,-5.2,-10
1682,-24,25,6,87.59,4.10,0.100,-6.6,-13
193903,-23,23,1,89.05,3.64,0.008,-8.0,-16
160774,-23,25,1,89.75,3.66,0.009,-8.7,-17
61023,-23,23,2,85.82,2.44,0.010,-4.8,-10
50877,-23,25,2,86.98,2.23,0.010,-6.0,-12
29887,-23,23,3,86.48,2.43,0.014,-5.5,-11
24909,-23,25,3,87.47,2.44,0.015,-6.5,-13
14132,-23,23,4,85.92,2.68,0.023,-4.9,-10
9554,-23,25,4,86.53,2.80,0.029,-5.5,-11
5801,-23,23,5,84.94,3.11,0.041,-3.9,-8
3970,-23,25,5,86.19,3.06,0.049,-5.2,-10
1186,-23,23,6,85.64,4.31,0.125,-4.6,-9
715,-23,25,6,87.23,4.10,0.153,-6.2,-12
108400,-22,23,1,88.60,3.91,0.012,-7.6,-15
115569,-22,25,1,91.26,4.08,0.012,-10.3,-21
24852,-22,23,2,85.59,2.52,0.016,-4.6,-9
23679,-22,25,2,88.43,2.41,0.016,-7.4,-15
20996,-22,23,3,87.21,2.78,0.019,-6.2,-12
21045,-22,25,3,87.24,2.63,0.018,-6.2,-12
7090,-22,23,4,86.12,2.76,0.033,-5.1,-10
5927,-22,25,4,86.81,2.58,0.034,-5.8,-12
3132,-22,23,5,84.13,3.09,0.055,-3.1,-6
2747,-22,25,5,86.27,3.29,0.063,-5.3,-11
522,-22,23,6,84.59,4.11,0.180,-3.6,-7
524,-22,25,6,87.48,5.37,0.235,-6.5,-13
99179,-21,23,1,88.99,4.54,0.014,-8.0,-16
93023,-21,25,1,89.64,4.40,0.014,-8.6,-17
25135,-21,23,2,85.50,2.80,0.018,-4.5,-9
24170,-21,25,2,86.66,2.74,0.018,-5.7,-11
13597,-21,23,3,85.68,2.89,0.025,-4.7,-9
12740,-21,25,3,87.01,2.87,0.025,-6.0,-12
6177,-21,23,4,85.49,2.87,0.036,-4.5,-9
6098,-21,25,4,86.24,3.03,0.039,-5.2,-10
2911,-21,23,5,83.82,3.24,0.060,-2.8,-6
1574,-21,25,5,83.77,3.18,0.080,-2.8,-6
492,-21,23,6,84.49,4.31,0.194,-3.5,-7
293,-21,25,6,86.81,5.29,0.309,-5.8,-12
44005,-20,23,1,87.61,4.80,0.023,-6.6,-13
46758,-20,24,1,87.10,4.94,0.023,-6.1,-12
39565,-20,25,1,87.87,4.77,0.024,-6.9,-14
42930,-20,26,1,90.42,5.05,0.024,-9.4,-19
10179,-20,23,2,84.76,3.25,0.032,-3.8,-8
14137,-20,24,2,84.35,3.17,0.027,-3.4,-7
13452,-20,25,2,85.93,3.18,0.027,-4.9,-10
10925,-20,26,2,86.47,3.03,0.029,-5.5,-11
7016,-20,23,3,83.86,2.99,0.036,-2.9,-6
7805,-20,24,3,83.28,3.06,0.035,-2.3,-5
7321,-20,25,3,84.83,3.04,0.036,-3.8,-8
7806,-20,26,3,84.24,2.83,0.032,-3.2,-6
2503,-20,23,4,84.21,3.22,0.064,-3.2,-6
3238,-20,24,4,83.86,3.07,0.054,-2.9,-6
2306,-20,25,4,84.22,3.24,0.067,-3.2,-6
2115,-20,26,4,85.42,2.87,0.062,-4.4,-9
1212,-20,23,5,82.82,3.37,0.097,-1.8,-4
1532,-20,24,5,83.11,3.61,0.092,-2.1,-4
964,-20,25,5,82.26,3.64,0.117,-1.3,-3
824,-20,26,5,84.43,3.46,0.121,-3.4,-7
178,-20,23,6,83.24,5.84,0.438,-2.2,-4
286,-20,24,6,83.13,6.54,0.387,-2.1,-4
200,-20,25,6,84.98,5.69,0.402,-4.0,-8
169,-20,26,6,86.43,6.51,0.501,-5.4,-11
36866,-19,23,1,87.08,5.25,0.027,-6.1,-12
38399,-19,24,1,87.21,5.14,0.026,-6.2,-12
37230,-19,25,1,88.45,5.29,0.027,-7.5,-15
32968,-19,26,1,90.21,5.31,0.029,-9.2,-18
6649,-19,23,2,84.42,3.32,0.041,-3.4,-7
10669,-19,24,2,83.54,3.50,0.034,-2.5,-5
10417,-19,25,2,84.68,3.24,0.032,-3.7,-7
6639,-19,26,2,85.62,3.41,0.042,-4.6,-9
6054,-19,23,3,83.92,3.20,0.041,-2.9,-6
5542,-19,24,3,83.24,3.31,0.044,-2.2,-4
4300,-19,25,3,84.49,2.92,0.045,-3.5,-7
6841,-19,26,3,84.39,3.24,0.039,-3.4,-7
1548,-19,23,4,83.62,3.40,0.086,-2.6,-5
2892,-19,24,4,83.45,3.27,0.061,-2.4,-5
1677,-19,25,4,83.75,3.25,0.079,-2.8,-6
1586,-19,26,4,85.73,3.21,0.081,-4.7,-9
775,-19,23,5,81.35,3.39,0.122,-0.3,-1
1006,-19,24,5,81.17,3.49,0.110,-0.2,0
811,-19,25,5,82.54,3.28,0.115,-1.5,-3
616,-19,26,5,83.56,3.13,0.126,-2.6,-5
121,-19,23,6,83.01,7.00,0.636,-2.0,-4
236,-19,24,6,83.18,5.84,0.380,-2.2,-4
149,-19,25,6,85.01,7.33,0.600,-4.0,-8
120,-19,26,6,86.23,5.26,0.480,-5.2,-10
9420,-18,23,2,85.11,3.87,0.040,-4.1,-8
14537,-18,24,2,84.85,4.39,0.036,-3.8,-8
14115,-18,25,2,86.08,4.27,0.036,-5.1,-10
11239,-18,26,2,86.06,4.37,0.041,-5.1,-10
7463,-18,23,3,83.40,3.47,0.040,-2.4,-5
7052,-18,24,3,82.83,3.36,0.040,-1.8,-4
7251,-18,25,3,84.09,3.35,0.039,-3.1,-6
6374,-18,26,3,84.84,3.22,0.040,-3.8,-8
1287,-18,23,4,82.33,3.27,0.091,-1.3,-3
1447,-18,24,4,82.88,3.30,0.087,-1.9,-4
1400,-18,25,4,83.17,3.25,0.087,-2.2,-4
1131,-18,26,4,84.60,3.04,0.090,-3.6,-7
683,-18,23,5,81.29,3.83,0.147,-0.3,-1
732,-18,24,5,81.95,3.80,0.141,-0.9,-2
512,-18,25,5,82.29,3.69,0.163,-1.3,-3
439,-18,26,5,85.09,3.66,0.175,-4.1,-8
8447,-17,23,2,86.49,4.33,0.047,-5.5,-11
7364,-17,24,2,85.26,4.22,0.049,-4.3,-9
12512,-17,25,2,86.54,4.29,0.038,-5.5,-11
11303,-17,26,2,86.90,4.42,0.042,-5.9,-12
1213,-17,23,3,83.42,4.11,0.118,-2.4,-5
1766,-17,24,3,83.56,4.22,0.100,-2.6,-5
1656,-17,25,3,84.25,4.09,0.101,-3.3,-7
1257,-17,26,3,85.85,3.88,0.109,-4.9,-10
2312,-16,23,4,87.74,5.63,0.117,-6.7,-13
2383,-16,24,4,86.24,5.38,0.110,-5.2,-10
3816,-16,25,4,86.84,4.94,0.080,-5.8,-12
3179,-16,26,4,87.45,5.06,0.090,-6.4,-13
2900,16,23,4,88.71,5.29,0.098,-7.7,-15
3412,16,24,4,88.27,5.29,0.091,-7.3,-15
2821,16,25,4,88.12,5.43,0.102,-7.1,-14
2223,16,26,4,87.74,5.19,0.110,-6.7,-13
11726,17,23,2,87.79,4.34,0.040,-6.8,-14
12588,17,24,2,88.27,4.52,0.040,-7.3,-15
9979,17,25,2,86.29,4.25,0.043,-5.3,-11
10328,17,26,2,87.26,4.69,0.046,-6.3,-13
1326,17,23,3,85.55,3.92,0.108,-4.5,-9
1377,17,24,3,84.71,4.27,0.115,-3.7,-7
1629,17,25,3,85.18,4.28,0.106,-4.2,-8
1980,17,26,3,85.68,3.87,0.087,-4.7,-9
14881,18,23,2,87.74,4.15,0.034,-6.7,-13
14360,18,24,2,86.47,4.18,0.035,-5.5,-11
18345,18,25,2,85.64,4.27,0.032,-4.6,-9
18860,18,26,2,85.98,4.22,0.031,-5.0,-10
8008,18,23,3,84.94,3.38,0.038,-3.9,-8
7954,18,24,3,85.24,3.20,0.036,-4.2,-8
7366,18,25,3,84.56,3.62,0.042,-3.6,-7
7877,18,26,3,85.42,3.50,0.039,-4.4,-9
1356,18,23,4,84.55,3.49,0.095,-3.6,-7
1246,18,24,4,84.03,3.49,0.099,-3.0,-6
1394,18,25,4,84.20,3.29,0.088,-3.2,-6
1397,18,26,4,84.36,3.33,0.089,-3.4,-7
542,18,23,5,84.42,4.10,0.176,-3.4,-7
445,18,24,5,83.72,3.83,0.182,-2.7,-5
602,18,25,5,83.62,3.53,0.144,-2.6,-5
713,18,26,5,84.64,3.90,0.146,-3.6,-7
44135,19,23,1,89.72,5.21,0.025,-8.7,-17
41933,19,24,1,89.27,5.24,0.026,-8.3,-17
40933,19,25,1,88.71,5.24,0.026,-7.7,-15
35501,19,26,1,88.85,5.20,0.028,-7.9,-16
8053,19,23,2,86.23,3.29,0.037,-5.2,-10
9433,19,24,2,85.83,3.41,0.035,-4.8,-10
5684,19,25,2,84.80,3.18,0.042,-3.8,-8
9281,19,26,2,85.37,3.47,0.036,-4.4,-9
5752,19,23,3,85.43,3.12,0.041,-4.4,-9
5394,19,24,3,85.16,3.14,0.043,-4.2,-8
6047,19,25,3,84.33,3.09,0.040,-3.3,-7
5005,19,26,3,85.79,3.19,0.045,-4.8,-10
1971,19,23,4,85.02,3.20,0.072,-4.0,-8
1679,19,24,4,84.72,2.98,0.073,-3.7,-7
1786,19,25,4,84.41,3.62,0.086,-3.4,-7
2095,19,26,4,83.80,3.28,0.072,-2.8,-6
526,19,23,5,83.78,4.28,0.186,-2.8,-6
746,19,24,5,83.16,3.18,0.116,-2.2,-4
753,19,25,5,83.28,3.34,0.122,-2.3,-5
770,19,26,5,82.30,3.48,0.125,-1.3,-3
105,19,23,6,87.00,7.88,0.769,-6.0,-12
177,19,24,6,88.15,7.97,0.599,-7.1,-14
155,19,25,6,84.64,5.58,0.448,-3.6,-7
185,19,26,6,83.05,5.96,0.438,-2.0,-4
52454,20,23,1,89.70,4.87,0.021,-8.7,-17
46985,20,24,1,88.91,4.92,0.023,-7.9,-16
48566,20,25,1,88.44,4.83,0.022,-7.4,-15
41102,20,26,1,88.74,4.94,0.024,-7.7,-15
10219,20,23,2,86.54,3.03,0.030,-5.5,-11
14566,20,24,2,86.54,3.05,0.025,-5.5,-11
9888,20,25,2,85.91,3.21,0.032,-4.9,-10
12418,20,26,2,85.92,3.34,0.030,-4.9,-10
5131,20,23,3,85.57,2.71,0.038,-4.6,-9
7501,20,24,3,85.72,2.97,0.034,-4.7,-9
5704,20,25,3,84.49,2.80,0.037,-3.5,-7
6532,20,26,3,84.90,2.91,0.036,-3.9,-8
2282,20,23,4,85.01,2.95,0.062,-4.0,-8
2443,20,24,4,85.77,3.27,0.066,-4.8,-10
2574,20,25,4,85.42,3.18,0.063,-4.4,-9
2574,20,26,4,84.60,3.09,0.061,-3.6,-7
838,20,23,5,84.33,3.22,0.111,-3.3,-7
981,20,24,5,83.87,3.03,0.097,-2.9,-6
1084,20,25,5,83.94,3.36,0.102,-2.9,-6
1177,20,26,5,84.40,3.17,0.092,-3.4,-7
140,20,23,6,86.29,7.37,0.623,-5.3,-11
173,20,24,6,87.47,7.09,0.539,-6.5,-13
239,20,25,6,84.51,4.75,0.307,-3.5,-7
218,20,26,6,84.82,5.64,0.382,-3.8,-8
108963,21,23,1,90.17,4.37,0.013,-9.2,-18
111620,21,25,1,89.05,4.30,0.013,-8.1,-16
23038,21,23,2,87.43,2.75,0.018,-6.4,-13
20714,21,25,2,86.97,2.81,0.020,-6.0,-12
12485,21,23,3,87.18,2.68,0.024,-6.2,-12
12726,21,25,3,86.73,2.63,0.023,-5.7,-11
4884,21,23,4,87.93,2.82,0.040,-6.9,-14
5607,21,25,4,86.94,2.94,0.039,-5.9,-12
1518,21,23,5,84.75,3.11,0.080,-3.8,-8
2172,21,25,5,85.79,3.12,0.067,-4.8,-10
314,21,23,6,88.46,5.94,0.335,-7.5,-15
468,21,25,6,87.11,5.21,0.241,-6.1,-12
142486,22,23,1,90.04,3.92,0.010,-9.0,-18
132503,22,25,1,89.39,3.93,0.011,-8.4,-17
27323,22,23,2,87.21,2.40,0.014,-6.2,-12
28961,22,25,2,87.08,2.57,0.015,-6.1,-12
16963,22,23,3,88.66,2.52,0.019,-7.7,-15
18786,22,25,3,86.39,2.42,0.018,-5.4,-11
7076,22,23,4,87.14,2.71,0.032,-6.1,-12
7139,22,25,4,86.88,2.84,0.034,-5.9,-12
2190,22,23,5,87.10,3.19,0.068,-6.1,-12
3496,22,25,5,85.05,3.22,0.054,-4.1,-8
553,22,23,6,88.03,4.84,0.206,-7.0,-14
772,22,25,6,87.65,3.90,0.140,-6.6,-13
189144,23,23,1,90.21,3.57,0.008,-9.2,-18
201837,23,25,1,90.22,3.53,0.008,-9.2,-18
42505,23,23,2,88.42,2.22,0.011,-7.4,-15
32905,23,25,2,87.31,2.23,0.012,-6.3,-13
26293,23,23,3,88.63,2.39,0.015,-7.6,-15
19446,23,25,3,87.85,2.28,0.016,-6.8,-14
9186,23,23,4,87.72,2.59,0.027,-6.7,-13
9215,23,25,4,86.54,2.62,0.027,-5.5,-11
3728,23,23,5,85.50,3.05,0.050,-4.5,-9
5428,23,25,5,85.48,2.99,0.041,-4.5,-9
774,23,23,6,88.06,4.30,0.154,-7.1,-14
1544,23,25,6,86.27,4.67,0.119,-5.3,-11
270026,24,23,1,91.20,3.22,0.006,-10.2,-20
237686,24,25,1,89.58,3.17,0.007,-8.6,-17
48253,24,23,2,89.45,1.93,0.009,-8.5,-17
65947,24,25,2,88.95,2.22,0.009,-8.0,-16
35515,24,23,3,89.36,2.11,0.011,-8.4,-17
39222,24,25,3,88.64,2.26,0.011,-7.6,-15
13238,24,23,4,87.67,2.63,0.023,-6.7,-13
17217,24,25,4,88.18,2.54,0.019,-7.2,-14
6563,24,23,5,87.35,3.14,0.039,-6.4,-13
9551,24,25,5,86.44,3.02,0.031,-5.4,-11
1249,24,23,6,88.61,4.62,0.131,-7.6,-15
2238,24,25,6,88.04,4.18,0.088,-7.0,-14
375779,25,23,1,89.84,2.61,0.004,-8.8,-18
342249,25,25,1,89.78,2.75,0.005,-8.8,-18
109838,25,23,2,88.35,1.81,0.005,-7.3,-15
78703,25,25,2,87.93,1.84,0.007,-6.9,-14
50821,25,23,3,87.75,1.94,0.009,-6.7,-13
59060,25,25,3,87.38,2.11,0.009,-6.4,-13
21734,25,23,4,88.20,2.38,0.016,-7.2,-14
20422,25,25,4,87.55,2.42,0.017,-6.5,-13
9119,25,23,5,87.29,2.92,0.031,-6.3,-13
11768,25,25,5,86.26,2.96,0.027,-5.3,-11
2604,25,23,6,89.11,3.94,0.077,-8.1,-16
4551,25,25,6,88.16,4.18,0.062,-7.2,-14
482818,26,23,1,90.74,2.34,0.003,-9.7,-19
480710,26,25,1,88.84,2.26,0.003,-7.8,-16
84844,26,23,2,89.49,1.56,0.005,-8.5,-17
112333,26,25,2,88.48,1.71,0.005,-7.5,-15
99509,26,23,3,88.69,1.73,0.005,-7.7,-15
98075,26,25,3,88.21,1.80,0.006,-7.2,-14
36840,26,23,4,88.97,1.96,0.010,-8.0,-16
52903,26,25,4,89.66,1.97,0.009,-8.7,-17
56095,26,23,5,88.56,2.53,0.011,-7.6,-15
50374,26,25,5,88.41,2.34,0.010,-7.4,-15
26410,26,23,6,88.77,3.02,0.019,-7.8,-16
29374,26,25,6,87.41,3.00,0.018,-6.4,-13
26325,26,23,7,92.53,5.19,0.032,-11.5,-23
6031,26,25,7,88.20,3.84,0.049,-7.2,-14
424778,27,23,1,90.17,2.22,0.003,-9.2,-18
394585,27,25,1,89.20,2.29,0.004,-8.2,-16
115724,27,23,2,88.96,1.61,0.005,-8.0,-16
82032,27,25,2,88.22,1.54,0.005,-7.2,-14
96046,27,23,3,88.34,1.73,0.006,-7.3,-15
77613,27,25,3,87.17,1.72,0.006,-6.2,-12
37932,27,23,4,89.44,1.99,0.010,-8.4,-17
53838,27,25,4,88.24,2.04,0.009,-7.2,-14
43044,27,23,5,87.67,2.37,0.011,-6.7,-13
25689,27,25,5,86.85,2.26,0.014,-5.8,-12
32643,27,23,6,88.12,3.10,0.017,-7.1,-14
40204,27,25,6,86.78,3.12,0.016,-5.8,-12
7936,27,23,7,89.53,3.81,0.043,-8.5,-17
13178,27,25,7,89.25,4.22,0.037,-8.2,-16
654634,28,23,1,89.78,1.49,0.002,-8.8,-18
341525,28,25,1,88.98,1.72,0.003,-8.0,-16
24763,28,23,2,93.06,2.39,0.015,-12.1,-24
15698,28,25,2,93.41,2.71,0.022,-12.4,-25
25521,28,23,3,93.70,2.77,0.017,-12.7,-25
48335,28,25,3,93.43,3.22,0.015,-12.4,-25
202113,28,23,4,90.12,1.88,0.004,-9.1,-18
227903,28,25,4,90.37,1.82,0.004,-9.4,-19
398754,28,23,5,89.04,2.15,0.003,-8.0,-16
317318,28,25,5,88.81,2.08,0.004,-7.8,-16
431431,28,23,6,88.93,2.49,0.004,-7.9,-16
345152,28,25,6,88.69,2.53,0.004,-7.7,-15
105141,28,23,7,89.82,3.16,0.010,-8.8,-18
165054,28,25,7,88.55,3.21,0.008,-7.6,-15
229046,29,23,1,89.00,1.37,0.003,-8.0,-16
33857,29,25,1,87.95,1.84,0.010,-7.0,-14
3775,29,23,2,92.35,2.10,0.034,-11.3,-23
3296,29,25,2,91.82,2.36,0.041,-10.8,-22
14829,29,23,3,88.37,2.13,0.017,-7.4,-15
5129,29,25,3,93.17,3.47,0.048,-12.2,-24
50264,-29,27,1,86.97,1.89,0.008,-6.0,-12
100326,-29,29,1,86.97,1.35,0.004,-6.0,-12
37175,-29,27,2,86.09,1.50,0.008,-5.1,-10
84229,-29,29,2,87.23,1.52,0.005,-6.2,-12
63690,-29,27,3,86.27,1.90,0.008,-5.3,-11
59602,-29,29,3,87.82,2.01,0.008,-6.8,-14
267337,-28,27,1,87.46,1.72,0.003,-6.5,-13
342641,-28,29,1,87.56,1.39,0.002,-6.6,-13
156456,-28,27,2,86.77,1.32,0.003,-5.8,-12
238217,-28,29,2,87.68,1.38,0.003,-6.7,-13
158853,-28,27,3,86.67,1.60,0.004,-5.7,-11
208427,-28,29,3,87.85,1.65,0.004,-6.9,-14
